Source Plate Name,Source Plate Type,Source Well,Destination Plate Name,Destination Well,Transfer Volume,Name
1,384PP_Plus_AQ_GP,K8,1,G7,1650.0,TX-TL master mix
1,384PP_Plus_AQ_SP,K9,1,G7,25.0,DNA_1
1,384PP_Plus_AQ_SP,K10,1,G7,100.0,DNA_2
1,384PP_Plus_AQ_SP,E5,1,G7,225.0,water
1,384PP_Plus_AQ_GP,K8,1,G8,1650.0,TX-TL master mix
1,384PP_Plus_AQ_SP,K9,1,G8,25.0,DNA_1
1,384PP_Plus_AQ_SP,K10,1,G8,200.0,DNA_2
1,384PP_Plus_AQ_SP,E5,1,G8,125.0,water
1,384PP_Plus_AQ_GP,K8,1,G9,1650.0,TX-TL master mix
1,384PP_Plus_AQ_SP,K9,1,G9,25.0,DNA_1
1,384PP_Plus_AQ_SP,K10,1,G9,250.0,DNA_2
1,384PP_Plus_AQ_SP,E5,1,G9,75.0,water
1,384PP_Plus_AQ_GP,K8,1,G11,1650.0,TX-TL master mix
1,384PP_Plus_AQ_SP,K9,1,G11,25.0,DNA_1
1,384PP_Plus_AQ_SP,K10,1,G11,0,DNA_2
1,384PP_Plus_AQ_SP,E5,1,G11,325.0,water
1,384PP_Plus_AQ_GP,K8,1,G12,1650.0,TX-TL master mix
1,384PP_Plus_AQ_SP,K9,1,G12,25.0,DNA_1
1,384PP_Plus_AQ_SP,K10,1,G12,100.0,DNA_2
1,384PP_Plus_AQ_SP,E5,1,G12,225.0,water
1,384PP_Plus_AQ_GP,K8,1,G13,1650.0,TX-TL master mix
1,384PP_Plus_AQ_SP,K9,1,G13,25.0,DNA_1
1,384PP_Plus_AQ_SP,K10,1,G13,200.0,DNA_2
1,384PP_Plus_AQ_SP,E5,1,G13,125.0,water
1,384PP_Plus_AQ_GP,K8,1,G14,1650.0,TX-TL master mix
1,384PP_Plus_AQ_SP,K9,1,G14,25.0,DNA_1
1,384PP_Plus_AQ_SP,K10,1,G14,250.0,DNA_2
1,384PP_Plus_AQ_SP,E5,1,G14,75.0,water
1,384PP_Plus_AQ_GP,K8,1,H1,1650.0,TX-TL master mix
1,384PP_Plus_AQ_SP,K9,1,H1,50.0,DNA_1
1,384PP_Plus_AQ_SP,K10,1,H1,0,DNA_2
1,384PP_Plus_AQ_SP,E5,1,H1,300.0,water
1,384PP_Plus_AQ_GP,K8,1,H2,1650.0,TX-TL master mix
1,384PP_Plus_AQ_SP,K9,1,H2,50.0,DNA_1
1,384PP_Plus_AQ_SP,K10,1,H2,100.0,DNA_2
1,384PP_Plus_AQ_SP,E5,1,H2,200.0,water
1,384PP_Plus_AQ_GP,K8,1,H3,1650.0,TX-TL master mix
1,384PP_Plus_AQ_SP,K9,1,H3,50.0,DNA_1
1,384PP_Plus_AQ_SP,K10,1,H3,200.0,DNA_2
1,384PP_Plus_AQ_SP,E5,1,H3,100.0,water
1,384PP_Plus_AQ_GP,L8,1,H4,1650.0,TX-TL master mix
1,384PP_Plus_AQ_SP,K9,1,H4,50.0,DNA_1
1,384PP_Plus_AQ_SP,K10,1,H4,250.0,DNA_2
1,384PP_Plus_AQ_SP,E5,1,H4,50.0,water
1,384PP_Plus_AQ_GP,L8,1,H6,1650.0,TX-TL master mix
1,384PP_Plus_AQ_SP,K9,1,H6,50.0,DNA_1
1,384PP_Plus_AQ_SP,K10,1,H6,0,DNA_2
1,384PP_Plus_AQ_SP,E5,1,H6,300.0,water
1,384PP_Plus_AQ_GP,L8,1,H7,1650.0,TX-TL master mix
1,384PP_Plus_AQ_SP,K9,1,H7,50.0,DNA_1
1,384PP_Plus_AQ_SP,K10,1,H7,100.0,DNA_2
1,384PP_Plus_AQ_SP,E5,1,H7,200.0,water
1,384PP_Plus_AQ_GP,L8,1,H8,1650.0,TX-TL master mix
1,384PP_Plus_AQ_SP,K9,1,H8,50.0,DNA_1
1,384PP_Plus_AQ_SP,K10,1,H8,200.0,DNA_2
1,384PP_Plus_AQ_SP,E5,1,H8,100.0,water
1,384PP_Plus_AQ_GP,L8,1,H9,1650.0,TX-TL master mix
1,384PP_Plus_AQ_SP,K9,1,H9,50.0,DNA_1
1,384PP_Plus_AQ_SP,K10,1,H9,250.0,DNA_2
1,384PP_Plus_AQ_SP,E5,1,H9,50.0,water
1,384PP_Plus_AQ_GP,L8,1,H11,1650.0,TX-TL master mix
1,384PP_Plus_AQ_SP,K9,1,H11,50.0,DNA_1
1,384PP_Plus_AQ_SP,K10,1,H11,0,DNA_2
1,384PP_Plus_AQ_SP,E5,1,H11,300.0,water
1,384PP_Plus_AQ_GP,L8,1,H12,1650.0,TX-TL master mix
1,384PP_Plus_AQ_SP,K9,1,H12,50.0,DNA_1
1,384PP_Plus_AQ_SP,K10,1,H12,100.0,DNA_2
1,384PP_Plus_AQ_SP,E5,1,H12,200.0,water
1,384PP_Plus_AQ_GP,L8,1,H13,1650.0,TX-TL master mix
1,384PP_Plus_AQ_SP,K9,1,H13,50.0,DNA_1
1,384PP_Plus_AQ_SP,K10,1,H13,200.0,DNA_2
1,384PP_Plus_AQ_SP,E5,1,H13,100.0,water
1,384PP_Plus_AQ_GP,L8,1,H14,1650.0,TX-TL master mix
1,384PP_Plus_AQ_SP,K9,1,H14,50.0,DNA_1
1,384PP_Plus_AQ_SP,K10,1,H14,250.0,DNA_2
1,384PP_Plus_AQ_SP,E5,1,H14,50.0,water
1,384PP_Plus_AQ_GP,L8,1,I1,1650.0,TX-TL master mix
1,384PP_Plus_AQ_SP,K9,1,I1,100.0,DNA_1
1,384PP_Plus_AQ_SP,K10,1,I1,0,DNA_2
1,384PP_Plus_AQ_SP,E5,1,I1,250.0,water
1,384PP_Plus_AQ_GP,L8,1,I2,1650.0,TX-TL master mix
1,384PP_Plus_AQ_SP,K9,1,I2,100.0,DNA_1
1,384PP_Plus_AQ_SP,K10,1,I2,100.0,DNA_2
1,384PP_Plus_AQ_SP,E5,1,I2,150.0,water
1,384PP_Plus_AQ_GP,L8,1,I3,1650.0,TX-TL master mix
1,384PP_Plus_AQ_SP,K9,1,I3,100.0,DNA_1
1,384PP_Plus_AQ_SP,K10,1,I3,200.0,DNA_2
1,384PP_Plus_AQ_SP,E5,1,I3,50.0,water
1,384PP_Plus_AQ_GP,L8,1,I4,1650.0,TX-TL master mix
1,384PP_Plus_AQ_SP,K9,1,I4,100.0,DNA_1
1,384PP_Plus_AQ_SP,K10,1,I4,250.0,DNA_2
1,384PP_Plus_AQ_SP,E5,1,I4,0.0,water
1,384PP_Plus_AQ_GP,L8,1,I6,1650.0,TX-TL master mix
1,384PP_Plus_AQ_SP,K9,1,I6,100.0,DNA_1
1,384PP_Plus_AQ_SP,K10,1,I6,0,DNA_2
1,384PP_Plus_AQ_SP,E5,1,I6,250.0,water
1,384PP_Plus_AQ_GP,L8,1,I7,1650.0,TX-TL master mix
1,384PP_Plus_AQ_SP,K9,1,I7,100.0,DNA_1
1,384PP_Plus_AQ_SP,K10,1,I7,100.0,DNA_2
1,384PP_Plus_AQ_SP,E5,1,I7,150.0,water
1,384PP_Plus_AQ_GP,L8,1,I8,1650.0,TX-TL master mix
1,384PP_Plus_AQ_SP,K9,1,I8,100.0,DNA_1
1,384PP_Plus_AQ_SP,K10,1,I8,200.0,DNA_2
1,384PP_Plus_AQ_SP,E5,1,I8,50.0,water
1,384PP_Plus_AQ_GP,L8,1,I9,1650.0,TX-TL master mix
1,384PP_Plus_AQ_SP,K9,1,I9,100.0,DNA_1
1,384PP_Plus_AQ_SP,K10,1,I9,250.0,DNA_2
1,384PP_Plus_AQ_SP,E5,1,I9,0.0,water
1,384PP_Plus_AQ_GP,L8,1,I11,1650.0,TX-TL master mix
1,384PP_Plus_AQ_SP,K9,1,I11,100.0,DNA_1
1,384PP_Plus_AQ_SP,K10,1,I11,0,DNA_2
1,384PP_Plus_AQ_SP,E5,1,I11,250.0,water
1,384PP_Plus_AQ_GP,L8,1,I12,1650.0,TX-TL master mix
1,384PP_Plus_AQ_SP,K9,1,I12,100.0,DNA_1
1,384PP_Plus_AQ_SP,K10,1,I12,100.0,DNA_2
1,384PP_Plus_AQ_SP,E5,1,I12,150.0,water
1,384PP_Plus_AQ_GP,L8,1,I13,1650.0,TX-TL master mix
1,384PP_Plus_AQ_SP,K9,1,I13,100.0,DNA_1
1,384PP_Plus_AQ_SP,K10,1,I13,200.0,DNA_2
1,384PP_Plus_AQ_SP,E5,1,I13,50.0,water
1,384PP_Plus_AQ_GP,L8,1,I14,1650.0,TX-TL master mix
1,384PP_Plus_AQ_SP,K9,1,I14,100.0,DNA_1
1,384PP_Plus_AQ_SP,K10,1,I14,250.0,DNA_2
1,384PP_Plus_AQ_SP,E5,1,I14,0.0,water
